Date,Narration,Withdrawal Amt,Deposit Amt,Closing Balance
14/02/2026,UPI/BLINKIT/Quick Commerce,699.9,,113110.99
15/02/2026,TORRENT GAS/PIPED GAS/Bill,498.78,,112612.21
15/02/2026,SPOTIFY/PREMIUM/Monthly,119.0,,112493.21
15/02/2026,UPI/PHONEPE/Send Money,665.14,,111828.07
15/02/2026,UPI/AMAZON PAY/Amazon.in,3035.3,,108792.77
15/02/2026,UPI/BIGBASKET/Grocery,855.03,,107937.74
16/02/2026,LIC/PREMIUM/Policy,4500.0,,103437.74
16/02/2026,UPI/HDFC0001/Swiggy Order,489.1,,102948.64
16/02/2026,SALARY/BRAINYBEAM TECH/NEFT,,29847.91,132796.55
16/02/2026,UPI/PHONEPE/KFC Ahmedabad,325.02,,132471.53
16/02/2026,POS/RELIANCE FRESH/Chandkheda,1271.69,,131199.84
17/02/2026,UPI/APOLLO PHARMACY/Medicine,1415.98,,129783.86
17/02/2026,POS/BPCL PETROL/Chandkheda,1534.11,,128249.75
17/02/2026,UPI/MEESHO/Order Payment,1219.44,,127030.31
17/02/2026,UPI/APOLLO PHARMACY/Medicine,1609.35,,125420.96
17/02/2026,BAJAJ FINANCE/EMI/Loan,3200.0,,122220.96
18/02/2026,BESCOM/ELECTRICITY BILL/Account,1935.65,,120285.31
18/02/2026,UPI/PAYTM/DTH Recharge,282.63,,120002.68
18/02/2026,UPI/PHONEPE/Send Money,2335.96,,117666.72
18/02/2026,UPI/RAPIDO/Auto Ride,119.38,,117547.34
18/02/2026,POS/MYNTRA FASHION/Online,2044.91,,115502.43
18/02/2026,POS/MYNTRA FASHION/Online,2547.82,,112954.61
19/02/2026,BAJAJ FINANCE/EMI/Loan,3200.0,,109754.61
19/02/2026,TORRENT GAS/PIPED GAS/Bill,452.66,,109301.95
19/02/2026,JIO/BROADBAND/Monthly,823.65,,108478.3
20/02/2026,HDFC ERGO/HEALTH INSURANCE/Premium,2500.0,,105978.3
20/02/2026,UPI/PHONEPE/Send Money,1150.89,,104827.41
20/02/2026,IRCTC/TICKET BOOKING/PNR,2616.39,,102211.02
20/02/2026,LIC/PREMIUM/Policy,4500.0,,97711.02
20/02/2026,UPI/MEESHO/Order Payment,1149.43,,96561.59
21/02/2026,UPI/BOOKMYSHOW/Movie Ticket,375.17,,96186.42
21/02/2026,LIC/PREMIUM/Policy,4500.0,,91686.42
21/02/2026,UPI/HDFC0001/Swiggy Order,312.93,,91373.49
21/02/2026,UPI/PAYTM/DTH Recharge,325.62,,91047.87
22/02/2026,BAJAJ FINANCE/EMI/Loan,3200.0,,87847.87
22/02/2026,UPI/APOLLO PHARMACY/Medicine,1061.73,,86786.14
22/02/2026,UPI/ZEPTO/Grocery Delivery,512.71,,86273.43
22/02/2026,SALARY/BRAINYBEAM TECH/NEFT,,29508.84,115782.27
22/02/2026,UPI/BIGBASKET/Grocery,2513.12,,113269.15
22/02/2026,BESCOM/ELECTRICITY BILL/Account,1714.88,,111554.27
23/02/2026,UPI/BOOKMYSHOW/Movie Ticket,292.22,,111262.05
23/02/2026,HDFC ERGO/HEALTH INSURANCE/Premium,2500.0,,108762.05
23/02/2026,NETFLIX/SUBSCRIPTION/Monthly,649.0,,108113.05
24/02/2026,BAJAJ FINANCE/EMI/Loan,3200.0,,104913.05
24/02/2026,UPI/MEESHO/Order Payment,751.52,,104161.53
24/02/2026,NEFT/TRANSFER/Personal,,3991.97,108153.5
25/02/2026,UPI/APOLLO PHARMACY/Medicine,359.54,,107793.96
25/02/2026,POS/NETMEDS/Online Pharmacy,358.44,,107435.52
26/02/2026,UPI/BOOKMYSHOW/Movie Ticket,523.86,,106911.66
26/02/2026,POS/DMART/Ahmedabad,1054.42,,105857.24
26/02/2026,AIRTEL/POSTPAID BILL/Mobile,534.42,,105322.82
27/02/2026,UPI/AMAZON PAY/Amazon.in,7709.36,,97613.46
27/02/2026,SALARY/BRAINYBEAM TECH/NEFT,,29520.04,127133.5
27/02/2026,UPI/BIGBASKET/Grocery,1978.96,,125154.54
27/02/2026,BAJAJ FINANCE/EMI/Loan,3200.0,,121954.54
27/02/2026,POS/DOMINOS PIZZA/MG Road,689.6,,121264.94
28/02/2026,TORRENT GAS/PIPED GAS/Bill,599.23,,120665.71
28/02/2026,UPI/AMAZON PAY/Amazon.in,4074.55,,116591.16
28/02/2026,UPI/FLIPKART/Payment,4681.03,,111910.13
01/03/2026,UPI/APOLLO PHARMACY/Medicine,466.18,,111443.95
01/03/2026,UPI/PAYTM/DTH Recharge,335.51,,111108.44
02/03/2026,UPI/BIGBASKET/Grocery,2351.52,,108756.92
02/03/2026,TORRENT GAS/PIPED GAS/Bill,407.54,,108349.38
03/03/2026,POS/DMART/Ahmedabad,1630.27,,106719.11
03/03/2026,UPI/BOOKMYSHOW/Movie Ticket,438.46,,106280.65
03/03/2026,UPI/OLA/Cab Booking,122.3,,106158.35
03/03/2026,UPI/AMAZON PAY/Amazon.in,5601.58,,100556.77
03/03/2026,NETFLIX/SUBSCRIPTION/Monthly,649.0,,99907.77
04/03/2026,BAJAJ FINANCE/EMI/Loan,3200.0,,96707.77
04/03/2026,POS/DMART/Ahmedabad,1589.44,,95118.33
04/03/2026,AIRTEL/POSTPAID BILL/Mobile,582.83,,94535.5
05/03/2026,POS/NETMEDS/Online Pharmacy,845.67,,93689.83
05/03/2026,SALARY/BRAINYBEAM TECH/NEFT,,28631.9,122321.73
06/03/2026,UPI/ZEPTO/Grocery Delivery,971.36,,121350.37
06/03/2026,UPI/PAYTM/DTH Recharge,295.84,,121054.53
06/03/2026,AMAZON PRIME/SUBSCRIPTION,299.0,,120755.53
06/03/2026,POS/NETMEDS/Online Pharmacy,814.92,,119940.61
06/03/2026,IRCTC/TICKET BOOKING/PNR,2798.53,,117142.08
07/03/2026,UPI/FLIPKART/Payment,1803.63,,115338.45
07/03/2026,UPI/GPAY/Transfer,4230.63,,111107.82
07/03/2026,TORRENT GAS/PIPED GAS/Bill,597.81,,110510.01
07/03/2026,TORRENT GAS/PIPED GAS/Bill,306.58,,110203.43
07/03/2026,SPOTIFY/PREMIUM/Monthly,119.0,,110084.43
08/03/2026,UPI/PHONEPE/KFC Ahmedabad,498.55,,109585.88
08/03/2026,BAJAJ FINANCE/EMI/Loan,3200.0,,106385.88
08/03/2026,TORRENT GAS/PIPED GAS/Bill,532.72,,105853.16
08/03/2026,UPI/RAPIDO/Auto Ride,88.57,,105764.59
08/03/2026,UPI/ZEPTO/Grocery Delivery,433.3,,105331.29
08/03/2026,IRCTC/TICKET BOOKING/PNR,1909.09,,103422.2
09/03/2026,UPI/FLIPKART/Payment,5467.72,,97954.48
09/03/2026,POS/DOMINOS PIZZA/MG Road,519.91,,97434.57
09/03/2026,UPI/APOLLO PHARMACY/Medicine,253.38,,97181.19
10/03/2026,UPI/MEESHO/Order Payment,298.15,,96883.04
10/03/2026,TORRENT GAS/PIPED GAS/Bill,398.02,,96485.02
10/03/2026,UPI/BOOKMYSHOW/Movie Ticket,329.18,,96155.84
10/03/2026,UPI/MEESHO/Order Payment,1064.16,,95091.68
11/03/2026,ZERODHA/SIP/Mutual Fund,3505.38,,91586.3
11/03/2026,JIO/BROADBAND/Monthly,948.14,,90638.16
11/03/2026,AIRTEL/POSTPAID BILL/Mobile,764.62,,89873.54
11/03/2026,HDFC ERGO/HEALTH INSURANCE/Premium,2500.0,,87373.54
12/03/2026,UPI/BLINKIT/Quick Commerce,1033.6,,86339.94
12/03/2026,POS/NETMEDS/Online Pharmacy,879.59,,85460.35
12/03/2026,POS/DMART/Ahmedabad,3364.12,,82096.23
12/03/2026,UPI/RAPIDO/Auto Ride,108.81,,81987.42
13/03/2026,UPI/PHONEPE/Send Money,2145.99,,79841.43
13/03/2026,SPOTIFY/PREMIUM/Monthly,119.0,,79722.43
13/03/2026,SALARY/BRAINYBEAM TECH/NEFT,,28494.35,108216.78
13/03/2026,POS/RELIANCE FRESH/Chandkheda,1341.96,,106874.82
13/03/2026,AIRTEL/POSTPAID BILL/Mobile,632.82,,106242.0
14/03/2026,UPI/FLIPKART/Payment,4210.6,,102031.4
14/03/2026,HDFC ERGO/HEALTH INSURANCE/Premium,2500.0,,99531.4
14/03/2026,UPI/PHONEPE/Send Money,1976.03,,97555.37
14/03/2026,UPI/RAPIDO/Auto Ride,91.81,,97463.56
15/03/2026,UPI/PAYTM/DTH Recharge,297.39,,97166.17
15/03/2026,POS/MYNTRA FASHION/Online,1176.4,,95989.77
15/03/2026,POS/DOMINOS PIZZA/MG Road,517.4,,95472.37
15/03/2026,BAJAJ FINANCE/EMI/Loan,3200.0,,92272.37
15/03/2026,BESCOM/ELECTRICITY BILL/Account,2219.61,,90052.76
16/03/2026,NETFLIX/SUBSCRIPTION/Monthly,649.0,,89403.76
16/03/2026,SALARY/BRAINYBEAM TECH/NEFT,,29676.51,119080.27
16/03/2026,POS/DMART/Ahmedabad,3810.41,,115269.86
17/03/2026,BAJAJ FINANCE/EMI/Loan,3200.0,,112069.86
17/03/2026,JIO/BROADBAND/Monthly,708.81,,111361.05
18/03/2026,POS/BPCL PETROL/Chandkheda,1886.77,,109474.28
18/03/2026,BESCOM/ELECTRICITY BILL/Account,2168.72,,107305.56
18/03/2026,UPI/FLIPKART/Payment,5894.1,,101411.46
18/03/2026,POS/RELIANCE FRESH/Chandkheda,1162.25,,100249.21
19/03/2026,UPI/PHONEPE/KFC Ahmedabad,375.55,,99873.66
19/03/2026,IRCTC/TICKET BOOKING/PNR,2725.29,,97148.37
19/03/2026,POS/NETMEDS/Online Pharmacy,400.42,,96747.95
19/03/2026,POS/BPCL PETROL/Chandkheda,2283.41,,94464.54
20/03/2026,UPI/PYTM0002/Zomato Food,238.21,,94226.33
20/03/2026,UPI/BLINKIT/Quick Commerce,557.03,,93669.3
20/03/2026,UPI/MEESHO/Order Payment,1064.68,,92604.62
20/03/2026,POS/BPCL PETROL/Chandkheda,1137.22,,91467.4
20/03/2026,UPI/PHONEPE/Send Money,1432.21,,90035.19
20/03/2026,POS/BPCL PETROL/Chandkheda,2626.11,,87409.08
21/03/2026,UPI/BLINKIT/Quick Commerce,1008.21,,86400.87
21/03/2026,ATM/CASH WITHDRAWAL/SBI ATM,2008.51,,84392.36
21/03/2026,POS/DMART/Ahmedabad,4157.59,,80234.77
22/03/2026,AIRTEL/POSTPAID BILL/Mobile,718.41,,79516.36
22/03/2026,POS/MYNTRA FASHION/Online,2583.86,,76932.5
22/03/2026,UPI/PYTM0002/Zomato Food,267.45,,76665.05
22/03/2026,UPI/ZEPTO/Grocery Delivery,832.99,,75832.06
22/03/2026,BESCOM/ELECTRICITY BILL/Account,1742.16,,74089.9
22/03/2026,UPI/PYTM0002/Zomato Food,282.73,,73807.17
23/03/2026,UPI/MEESHO/Order Payment,1014.89,,72792.28
23/03/2026,ZERODHA/SIP/Mutual Fund,2340.95,,70451.33
24/03/2026,HDFC ERGO/HEALTH INSURANCE/Premium,2500.0,,67951.33
24/03/2026,POS/RELIANCE FRESH/Chandkheda,1118.53,,66832.8
25/03/2026,UPI/APOLLO PHARMACY/Medicine,1006.14,,65826.66
25/03/2026,POS/DOMINOS PIZZA/MG Road,749.98,,65076.68
26/03/2026,UPI/PAYTM/DTH Recharge,268.71,,64807.97
26/03/2026,UPI/PYTM0002/Zomato Food,241.9,,64566.07
26/03/2026,HDFC ERGO/HEALTH INSURANCE/Premium,2500.0,,62066.07
26/03/2026,AMAZON PRIME/SUBSCRIPTION,299.0,,61767.07
26/03/2026,BAJAJ FINANCE/EMI/Loan,3200.0,,58567.07
26/03/2026,UPI/APOLLO PHARMACY/Medicine,317.59,,58249.48
27/03/2026,UPI/BIGBASKET/Grocery,1938.25,,56311.23
27/03/2026,POS/CAFE COFFEE DAY/CG Road,197.67,,56113.56
28/03/2026,NEFT/TRANSFER/Personal,,5290.14,61403.7
28/03/2026,UPI/BIGBASKET/Grocery,1437.99,,59965.71
28/03/2026,ATM/CASH WITHDRAWAL/SBI ATM,3591.67,,56374.04
28/03/2026,POS/NETMEDS/Online Pharmacy,628.05,,55745.99
28/03/2026,AMAZON PRIME/SUBSCRIPTION,299.0,,55446.99
28/03/2026,POS/MYNTRA FASHION/Online,3101.54,,52345.45
29/03/2026,POS/BPCL PETROL/Chandkheda,1860.14,,50485.31
29/03/2026,UPI/RAPIDO/Auto Ride,73.11,,50412.2
29/03/2026,POS/NETMEDS/Online Pharmacy,569.3,,49842.9
29/03/2026,UPI/FLIPKART/Payment,2218.02,,47624.88
29/03/2026,UPI/BIGBASKET/Grocery,2063.24,,45561.64
29/03/2026,POS/RELIANCE FRESH/Chandkheda,1735.03,,43826.61
30/03/2026,POS/CAFE COFFEE DAY/CG Road,192.77,,43633.84
30/03/2026,UPI/AMAZON PAY/Amazon.in,1110.1,,42523.74
30/03/2026,UPI/FLIPKART/Payment,4594.24,,37929.5
30/03/2026,POS/RELIANCE FRESH/Chandkheda,1536.48,,36393.02
30/03/2026,UPI/PHONEPE/Send Money,769.91,,35623.11
30/03/2026,UPI/HDFC0001/Swiggy Order,349.0,,-17509.67
31/03/2026,UPI/PHONEPE/Send Money,1983.41,,33639.7
31/03/2026,POS/MYNTRA FASHION/Online,1908.18,,31731.52
31/03/2026,AMAZON PRIME/SUBSCRIPTION,299.0,,31432.52
31/03/2026,UPI/PHONEPE/KFC Ahmedabad,512.42,,30920.1
31/03/2026,ATM/CASH WITHDRAWAL/SBI ATM,2937.35,,27982.75
31/03/2026,UPI/FLIPKART/Payment,3677.55,,24305.2
01/04/2026,POS/DMART/Ahmedabad,3032.9,,21272.3
01/04/2026,UPI/RAPIDO/Auto Ride,107.78,,21164.52
01/04/2026,UPI/ZEPTO/Grocery Delivery,871.76,,20292.76
02/04/2026,POS/MYNTRA FASHION/Online,2858.04,,17434.72
02/04/2026,UPI/GPAY/Transfer,3035.43,,14399.29
02/04/2026,AMAZON PRIME/SUBSCRIPTION,299.0,,14100.29
02/04/2026,UPI/PHONEPE/Send Money,618.14,,13482.15
03/04/2026,UPI/PYTM0002/Zomato Food,284.95,,13197.2
03/04/2026,UPI/PAYTM/DTH Recharge,338.23,,12858.97
03/04/2026,UPI/ZEPTO/Grocery Delivery,284.27,,12574.7
03/04/2026,POS/DMART/Ahmedabad,2725.49,,9849.21
04/04/2026,POS/CAFE COFFEE DAY/CG Road,199.86,,9649.35
04/04/2026,UPI/PYTM0002/Zomato Food,253.03,,9396.32
04/04/2026,ZERODHA/SIP/Mutual Fund,2645.4,,6750.92
04/04/2026,UPI/BOOKMYSHOW/Movie Ticket,407.02,,6343.9
04/04/2026,UPI/UBER INDIA/Ride,179.91,,6163.99
05/04/2026,UPI/GPAY/Transfer,6366.01,,14797.98
05/04/2026,UPI/PHONEPE/KFC Ahmedabad,317.34,,14480.64
05/04/2026,UPI/PHONEPE/KFC Ahmedabad,441.75,,14038.89
05/04/2026,JIO/BROADBAND/Monthly,831.93,,13206.96
06/04/2026,BAJAJ FINANCE/EMI/Loan,3200.0,,10006.96
06/04/2026,UPI/BOOKMYSHOW/Movie Ticket,356.49,,9650.47
06/04/2026,LIC/PREMIUM/Policy,4500.0,,5150.47
06/04/2026,AMAZON PRIME/SUBSCRIPTION,299.0,,4851.47
06/04/2026,NEFT/TRANSFER/Personal,,4919.8,9771.27
07/04/2026,POS/DOMINOS PIZZA/MG Road,471.29,,9299.98
07/04/2026,ATM/CASH WITHDRAWAL/SBI ATM,2164.35,,7135.63
07/04/2026,POS/BPCL PETROL/Chandkheda,1602.84,,5532.79
07/04/2026,POS/BPCL PETROL/Chandkheda,2534.7,,2998.09
08/04/2026,TORRENT GAS/PIPED GAS/Bill,398.44,,2599.65
08/04/2026,UPI/HDFC0001/Swiggy Order,413.77,,2185.88
08/04/2026,AMAZON PRIME/SUBSCRIPTION,299.0,,16886.88
08/04/2026,NETFLIX/SUBSCRIPTION/Monthly,649.0,,16237.88
09/04/2026,LIC/PREMIUM/Policy,4500.0,,11737.88
09/04/2026,UPI/ZEPTO/Grocery Delivery,330.45,,11407.43
09/04/2026,POS/DOMINOS PIZZA/MG Road,589.92,,10817.51
10/04/2026,POS/CAFE COFFEE DAY/CG Road,300.7,,10516.81
10/04/2026,UPI/GPAY/Transfer,4863.56,,5653.25
10/04/2026,SPOTIFY/PREMIUM/Monthly,119.0,,5534.25
10/04/2026,UPI/BOOKMYSHOW/Movie Ticket,361.06,,5173.19
10/04/2026,SPOTIFY/PREMIUM/Monthly,119.0,,5054.19
11/04/2026,UPI/UBER INDIA/Ride,296.36,,4757.83
11/04/2026,POS/NETMEDS/Online Pharmacy,807.61,,3950.22
11/04/2026,POS/RELIANCE FRESH/Chandkheda,523.38,,3426.84
11/04/2026,UPI/FLIPKART/Payment,1837.24,,16589.6
12/04/2026,SPOTIFY/PREMIUM/Monthly,119.0,,16470.6
12/04/2026,SPOTIFY/PREMIUM/Monthly,119.0,,16351.6
12/04/2026,UPI/BLINKIT/Quick Commerce,538.34,,15813.26
12/04/2026,UPI/UBER INDIA/Ride,100.62,,15712.64
12/04/2026,POS/MYNTRA FASHION/Online,2231.63,,13481.01
12/04/2026,IRCTC/TICKET BOOKING/PNR,2578.92,,10902.09
13/04/2026,UPI/ZEPTO/Grocery Delivery,789.17,,10112.92
13/04/2026,POS/DMART/Ahmedabad,1603.31,,8509.61
13/04/2026,POS/DMART/Ahmedabad,1670.29,,6839.32
13/04/2026,UPI/OLA/Cab Booking,204.46,,6634.86
14/04/2026,UPI/OLA/Cab Booking,270.75,,6364.11
14/04/2026,BAJAJ FINANCE/EMI/Loan,3200.0,,3164.11
15/04/2026,NEFT/TRANSFER/Personal,,4693.43,7857.54
15/04/2026,UPI/GPAY/Transfer,6786.93,,16070.61
15/04/2026,UPI/BIGBASKET/Grocery,2501.34,,13569.27
15/04/2026,UPI/BIGBASKET/Grocery,932.11,,12637.16
15/04/2026,POS/CAFE COFFEE DAY/CG Road,245.65,,12391.51
15/04/2026,UPI/PAYTM/DTH Recharge,319.45,,12072.06
16/04/2026,UPI/PHONEPE/KFC Ahmedabad,364.47,,11707.59
16/04/2026,POS/CAFE COFFEE DAY/CG Road,223.46,,11484.13
16/04/2026,UPI/APOLLO PHARMACY/Medicine,260.17,,11223.96
16/04/2026,POS/RELIANCE FRESH/Chandkheda,1564.38,,9659.58
16/04/2026,POS/CAFE COFFEE DAY/CG Road,270.25,,9389.33
16/04/2026,UPI/AMAZON PAY/Amazon.in,5649.57,,3739.76
17/04/2026,NETFLIX/SUBSCRIPTION/Monthly,649.0,,3090.76
17/04/2026,UPI/PHONEPE/Send Money,4794.04,,13296.72
17/04/2026,POS/DOMINOS PIZZA/MG Road,597.35,,12699.37
17/04/2026,UPI/GPAY/Transfer,6866.54,,5832.83
17/04/2026,UPI/BIGBASKET/Grocery,1931.01,,3901.82
17/04/2026,LIC/PREMIUM/Policy,4500.0,,14401.82
18/04/2026,UPI/APOLLO PHARMACY/Medicine,365.6,,14036.22
18/04/2026,UPI/BLINKIT/Quick Commerce,1185.03,,12851.19
19/04/2026,LIC/PREMIUM/Policy,4500.0,,8351.19
19/04/2026,POS/DOMINOS PIZZA/MG Road,486.26,,7864.93
20/04/2026,UPI/APOLLO PHARMACY/Medicine,1038.51,,6826.42
20/04/2026,UPI/UBER INDIA/Ride,178.25,,6648.17
20/04/2026,TORRENT GAS/PIPED GAS/Bill,416.22,,6231.95
20/04/2026,UPI/BLINKIT/Quick Commerce,927.06,,5304.89
20/04/2026,UPI/PHONEPE/KFC Ahmedabad,469.41,,4835.48
21/04/2026,POS/CAFE COFFEE DAY/CG Road,226.16,,4609.32
21/04/2026,UPI/PHONEPE/Send Money,3552.71,,16056.61
21/04/2026,TORRENT GAS/PIPED GAS/Bill,375.6,,15681.01
21/04/2026,ATM/CASH WITHDRAWAL/SBI ATM,4619.84,,11061.17
22/04/2026,UPI/AMAZON PAY/Amazon.in,5368.83,,5692.34
22/04/2026,POS/DMART/Ahmedabad,3916.94,,16775.4
22/04/2026,UPI/PAYTM/DTH Recharge,345.15,,16430.25
22/04/2026,SPOTIFY/PREMIUM/Monthly,119.0,,16311.25
23/04/2026,UPI/PAYTM/DTH Recharge,283.84,,16027.41
23/04/2026,UPI/BLINKIT/Quick Commerce,1041.21,,14986.2
24/04/2026,UPI/AMAZON PAY/Amazon.in,5919.42,,9066.78
24/04/2026,AMAZON PRIME/SUBSCRIPTION,299.0,,8767.78
24/04/2026,UPI/PYTM0002/Zomato Food,350.54,,8417.24
24/04/2026,UPI/OLA/Cab Booking,270.72,,8146.52
24/04/2026,UPI/BLINKIT/Quick Commerce,1155.52,,6991.0
24/04/2026,BAJAJ FINANCE/EMI/Loan,3200.0,,3791.0
25/04/2026,POS/DMART/Ahmedabad,1062.36,,2728.64
25/04/2026,UPI/FLIPKART/Payment,3291.29,,14437.35
25/04/2026,SALARY/BRAINYBEAM TECH/NEFT,,31340.48,45777.83
26/04/2026,POS/DOMINOS PIZZA/MG Road,714.06,,45063.77
26/04/2026,UPI/MEESHO/Order Payment,855.97,,44207.8
26/04/2026,POS/DMART/Ahmedabad,1351.64,,42856.16
26/04/2026,UPI/UBER INDIA/Ride,274.72,,42581.44
26/04/2026,POS/DOMINOS PIZZA/MG Road,575.97,,42005.47
26/04/2026,BESCOM/ELECTRICITY BILL/Account,2351.34,,39654.13
27/04/2026,TORRENT GAS/PIPED GAS/Bill,525.72,,39128.41
27/04/2026,UPI/APOLLO PHARMACY/Medicine,574.4,,38554.01
27/04/2026,BESCOM/ELECTRICITY BILL/Account,1295.15,,37258.86
27/04/2026,HDFC ERGO/HEALTH INSURANCE/Premium,2500.0,,34758.86
27/04/2026,IRCTC/TICKET BOOKING/PNR,1314.43,,33444.43
27/04/2026,UPI/GPAY/Transfer,9859.96,,23584.47
28/04/2026,TORRENT GAS/PIPED GAS/Bill,533.44,,23051.03
28/04/2026,LIC/PREMIUM/Policy,4500.0,,18551.03
28/04/2026,UPI/UBER INDIA/Ride,300.56,,18250.47
28/04/2026,ATM/CASH WITHDRAWAL/SBI ATM,2415.2,,15835.27
28/04/2026,AIRTEL/POSTPAID BILL/Mobile,419.87,,15415.4
29/04/2026,POS/RELIANCE FRESH/Chandkheda,1176.36,,14239.04
29/04/2026,UPI/FLIPKART/Payment,4411.71,,9827.33
29/04/2026,ZERODHA/SIP/Mutual Fund,4553.5,,5273.83
29/04/2026,TORRENT GAS/PIPED GAS/Bill,325.16,,4948.67
29/04/2026,UPI/UBER INDIA/Ride,153.65,,4795.02
30/04/2026,POS/DMART/Ahmedabad,3625.56,,16169.46
30/04/2026,UPI/AMAZON PAY/Amazon.in,8532.8,,7636.66
30/04/2026,UPI/RAPIDO/Auto Ride,105.34,,7531.32
30/04/2026,UPI/ZEPTO/Grocery Delivery,931.33,,6599.99
30/04/2026,UPI/BOOKMYSHOW/Movie Ticket,294.91,,6305.08
30/04/2026,LIC/PREMIUM/Policy,4500.0,,16805.08
01/05/2026,UPI/AMAZON PAY/Amazon.in,3560.74,,13244.34
01/05/2026,UPI/PYTM0002/Zomato Food,334.73,,12909.61
01/05/2026,UPI/FLIPKART/Payment,5114.47,,7795.14
01/05/2026,UPI/BLINKIT/Quick Commerce,1022.67,,6772.47
01/05/2026,UPI/MEESHO/Order Payment,241.13,,6531.34
02/05/2026,UPI/MEESHO/Order Payment,1033.73,,5497.61
02/05/2026,HDFC ERGO/HEALTH INSURANCE/Premium,2500.0,,2997.61
02/05/2026,UPI/HDFC0001/Swiggy Order,605.75,,2391.86
02/05/2026,UPI/PYTM0002/Zomato Food,312.13,,2079.73
02/05/2026,POS/DMART/Ahmedabad,2665.93,,14413.8
03/05/2026,ZERODHA/SIP/Mutual Fund,3269.76,,11144.04
03/05/2026,TORRENT GAS/PIPED GAS/Bill,371.29,,10772.75
03/05/2026,POS/MYNTRA FASHION/Online,927.92,,9844.83
03/05/2026,UPI/BOOKMYSHOW/Movie Ticket,458.91,,9385.92
03/05/2026,POS/NETMEDS/Online Pharmacy,384.54,,9001.38
03/05/2026,BAJAJ FINANCE/EMI/Loan,3200.0,,5801.38
04/05/2026,LIC/PREMIUM/Policy,4500.0,,16301.38
04/05/2026,POS/DMART/Ahmedabad,1790.32,,14511.06
05/05/2026,UPI/ZEPTO/Grocery Delivery,448.39,,14062.67
05/05/2026,UPI/BOOKMYSHOW/Movie Ticket,332.45,,13730.22
06/05/2026,ZERODHA/SIP/Mutual Fund,4923.96,,8806.26
06/05/2026,POS/CAFE COFFEE DAY/CG Road,313.48,,8492.78
07/05/2026,LIC/PREMIUM/Policy,4500.0,,3992.78
07/05/2026,LIC/PREMIUM/Policy,4500.0,,14492.78
07/05/2026,NETFLIX/SUBSCRIPTION/Monthly,649.0,,13843.78
07/05/2026,POS/DOMINOS PIZZA/MG Road,699.62,,13144.16
07/05/2026,POS/RELIANCE FRESH/Chandkheda,755.11,,12389.05
07/05/2026,UPI/PYTM0002/Zomato Food,348.55,,12040.5
08/05/2026,UPI/ZEPTO/Grocery Delivery,448.79,,11591.71
08/05/2026,UPI/FLIPKART/Payment,4742.26,,6849.45
09/05/2026,UPI/MEESHO/Order Payment,247.77,,6601.68
09/05/2026,SALARY/BRAINYBEAM TECH/NEFT,,29354.19,35955.87
09/05/2026,UPI/OLA/Cab Booking,247.77,,35708.1
09/05/2026,POS/NETMEDS/Online Pharmacy,889.45,,34818.65
10/05/2026,UPI/OLA/Cab Booking,244.18,,34574.47
10/05/2026,POS/CAFE COFFEE DAY/CG Road,280.25,,34294.22
10/05/2026,POS/NETMEDS/Online Pharmacy,370.34,,33923.88
10/05/2026,IRCTC/TICKET BOOKING/PNR,552.94,,33370.94
10/05/2026,IRCTC/TICKET BOOKING/PNR,2531.61,,30839.33
